Title,Authors,Year,Journal,Journal_type,Type_stimulation,DBS,Electrode_type,Concurrent_fMRI,Brain_area,Brain_Name,Brain_Atlas,Brain_Parc,Brain_ParcLabel,Brain_Parc_Numb,Cortical_Subcortical,Species,Species_cat,Number_animals,Sex,Frequency,Amplitude_lower,Amplitude_higher,Amplitude_unit,Cathode_anode,Pulse_width,Waveform,Timespan,Task_description,Task_category,Behavioural_output,Main_output,Effect,Behavioural_description,Summary,Notes
Complex attributes of lateral hypothalamic neurons in the regulation of feeding of alert rhesus monkeys,"Karadi et al.,",1990,Brain Research Bulletin,specialty,electrical,NO,Microelectrode,NO,DLPFC,dlPFC,54,dlPFC,54,4,cortical,Macaca mulatta,rhesus,5,"male, female",single pulses,0.1,0.8,mA,unclear,0.05 ms,unclear,single pulses,no task,no task & resting-state,neural,neural,indirect,"changes in the electrophysiological response in the lateral hypothalamus, no behaviour",NA,
Projection on the motor cortex of thalamic neurons with pallidal input in the monkey,"Nambu et al.,",1988,Experimental Brain Research,specialty,electrical,NO,Macroelectrode,NO,PFC,lat_PFC,50,dlPFC,54,4,cortical,Macaca fuscata,non_rhesus,2,female,single pulses,0,0.5,mA,unclear,0.3 ms,unclear,single pulses,no task,no task & resting-state,neural,neural,indirect,"no behaviour reported, used for anti/orthodromic stimulation",NA,
"The distribution of neurons in the substantia nigra pars reticulata with input from the motor, premotor and prefrontal areas of the cerebral cortex in monkeys","Kitano et al.,",1998,Brain Research,specialty,electrical,NO,Macroelectrode,NO,dorsal periprincipal area,dlPFC,54,dlPFC,54,4,cortical,Macaca fuscata,non_rhesus,2,male,0.8-1 Hz,0.5,0.5,mA,unclear,0.3 ms,unclear,continuous,no task,no task & resting-state,neural,neural,indirect,"no behavioural effects, antidromic effects on SNc population tested",NA,
"The distribution of neurons in the substantia nigra pars reticulata with input from the motor, premotor and prefrontal areas of the cerebral cortex in monkeys","Kitano et al.,",1998,Brain Research,specialty,electrical,NO,Macroelectrode,NO,Periprincipal area,dlPFC,54,dlPFC,54,4,cortical,Macaca fuscata,non_rhesus,2,male,0.8-1 Hz,0.5,0.5,mA,unclear,0.3 ms,unclear,continuous,no task,no task & resting-state,neural,neural,indirect,"no behavioural effects, antidromic effects on SNc population tested",NA,
"The distribution of neurons in the substantia nigra pars reticulata with input from the motor, premotor and prefrontal areas of the cerebral cortex in monkeys","Kitano et al.,",1998,Brain Research,specialty,electrical,NO,Macroelectrode,NO,dorsal PF,lat_PFC,50,dlPFC,54,4,cortical,Macaca fuscata,non_rhesus,2,male,0.8-1 Hz,0.5,0.5,mA,unclear,0.3 ms,unclear,continuous,no task,no task & resting-state,neural,neural,indirect,"no behavioural effects, antidromic effects on SNc population tested",NA,
"The distribution of neurons in the substantia nigra pars reticulata with input from the motor, premotor and prefrontal areas of the cerebral cortex in monkeys","Kitano et al.,",1998,Brain Research,specialty,electrical,NO,Macroelectrode,NO,medial PF,lat_PFC,50,dlPFC,54,4,cortical,Macaca fuscata,non_rhesus,2,male,0.8-1 Hz,0.5,0.5,mA,unclear,0.3 ms,unclear,continuous,no task,no task & resting-state,neural,neural,indirect,"no behavioural effects, antidromic effects on SNc population tested",NA,
Suppression of visually initiated hand movement by stimulation of the prefrontal cortex in the monkey,"Sasaki et al.,",1989,Brain Research,specialty,electrical,NO,Macroelectrode,NO,DLPFC,dlPFC,54,dlPFC,54,4,cortical,Macaca mulatta,rhesus,5,unclear,250 Hz,0.1,1,mA,unclear,1 ms,unclear,12-40 ms,go/no-go hand movement task,somatosensory & tactile,hands,hands,indirect,suppresses go movement by cancelling and delaying,decision,
Electrical stimulation of cortical-caudate pairs during delayed successive visual discrimination in monkeys,"Cohen,",1972,Acta Neurobiologicae Experimentalis,specialty,electrical,NO,Macroelectrode,NO,dlPFC,dlPFC,54,dlPFC,54,4,cortical,Macaca mulatta,rhesus,6,male,50 Hz,1,3.6,mA,unclear,1 ms,unclear,2000 ms,visual discrimination task,visual perception & discrimination,hands,hands,indirect,"impaired performance during visual discrimination, during delay",decision,
Disruption of short-term visual memory by electrical stimulation of inferotemporal cortex in the monkey,"Kovner & Stamm,",1972,Journal of Comparative and Physiological Psychology,specialty,electrical,NO,Macroelectrode,NO,Area8,lat_PFC,50,dlPFC,54,4,cortical,Macaca mulatta,rhesus,4,male,50 Hz,1,7,mA,unclear,1 ms,biphasic,2000 ms,"delayed matched to sample task, same-time match to sample","cognitive, memory & decision-making",hands,hands,mixed,prefrontal stimulation had only minimal effects on both tasks,perception,
Compensatory saccades made to remembered targets following orbital displacement by electrically stimulating the dorsomedial frontal cortex or frontal eye fields of primates,"Tehovnik & Sommer,",1996,Brain Research,specialty,electrical,NO,Microelectrode,NO,DMFC,dlPFC,54,dlPFC,54,4,cortical,Macaca mulatta,rhesus,2,unclear,150 Hz,400,400,μA,unclear,0.1 ms,biphasic,200 ms,visually guided saccade task,eye movement & visual,saccades,eyes,no,DMFC induced saccades do not disrupt eye-position signal,decision,
Behavioral and motor mechanisms of dorsomedial frontal cortex of macaca monkey,"Bon & Lucchetti,",1991,International Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,dmPFC,rostral_dlPFC,59,dlPFC,54,4,cortical,"Macaca nemestrina, Macaca mulatta",non_rhesus,2,unclear,330 Hz,8,150,μA,unclear,0.5 ms,biphasic,70-100 ms,visual motor task,visual perception & discrimination,hands,hands,no,no behavioural effects from stimulation,NA,
Frontal eye field activity preceding aurally guided saccades,"Russo & Bruce,",1994,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,female,350 Hz,0,90,μA,cathode first,0.2 ms,biphasic,70 ms,fixation task,eye movement & visual,saccades,eyes,direct,"constant-vector saccades, not goal directed",decision,
Temporal patterning of saccadic eye movement signals,"Kimmel & Moore,",2007,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,unclear,200 Hz,20,150,μA,cathode first,0.25 ms,biphasic,35 ms,fixation task,eye movement & visual,saccades,eyes,direct,monkeys made saccades based on stimulation site,decision,"optimal parameters (did parameter tests!), mean inter pulse interval constant"
Selective Modulation of the Pupil Light Reflex by Microstimulation of Prefrontal Cortex,"Ebitz & Moore,",2017,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,333 Hz,8,150,μA,cathode first,0.3 ms,biphasic,100 ms,fixation task,eye movement & visual,saccades,eyes,direct,pupil light reflex was mediated by FEF,attention,
Modulation of the contrast response function by electrical microstimulation of the macaque frontal eye field,"Ekstrom et al.,",2009,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,YES,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,335 Hz,26,72,μA,anode first,380 μs,biphasic,250 ms,fixation task,eye movement & visual,saccades,eyes,direct,saccades depending on stimulation site,decision,
Primate frontal eye fields. II. Physiological and anatomical correlates of electrically evoked eye movements,"Bruce et al.,",1985,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,"Macaca mulatta, Macaca fascicularis",rhesus,4,unclear,350 Hz,5,150,μA,cathode first,0.25 ms,biphasic,70 ms,fixation task,eye movement & visual,saccades,eyes,direct,saccades depending on stimulation site,decision,
Neural responses related to smooth-pursuit eye movements and their correspondence with electrically elicited smooth eye movements in the primate frontal eye field,"Gottlieb et al.,",1994,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,female,300 Hz,25,100,μA,cathode first,0.2 ms,biphasic,75-500 ms,fixation task,eye movement & visual,saccades,eyes,direct,smooth eye movement and saccades,decision,
Electrically evoked saccades from the dorsomedial frontal cortex and frontal eye fields: a parametric evaluation reveals differences between areas,"Tehovnik & Sommer,",1997,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,150 Hz,400,400,μA,cathode first,0.1 ms,biphasic,400 ms,fixation task,eye movement & visual,saccades,eyes,direct,stimulation leads to e-saccades,decision,
The effect of attentive fixation on eye movements evoked by electrical stimulation of the frontal eye fields,"Goldberg et al.,",1986,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,5,unclear,350 Hz,5,150,μA,cathode first,0.5 ms,biphasic,70 ms,fixation task,eye movement & visual,saccades,eyes,direct,thresholds for inducing saccades depend on the state of the animal,decision,
Behavioural conditions affecting saccadic eye movements elicited electrically from the frontal lobes of primates,"Tehovnik et al.,",1999,European Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,unclear,150-350 Hz,6,65,μA,cathode first,0.2 ms,biphasic,40-400 ms,fixation task,eye movement & visual,saccades,eyes,direct,"timing of stimulation affects thresholds for inducing saccades, FEF more sensitive than DMFC",decision,
On the gap effect for saccades evoked by electrical microstimulation of frontal eye fields in monkeys,"Opris et al.,",2001,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,male,350 Hz,10,100,μA,cathode first,0.2 ms,biphasic,67 ms,fixation task,eye movement & visual,saccades,eyes,direct,timing of stimulation affects whether a saccade will happen,decision,
Effect of eye position within the orbit on electrically elicited saccadic eye movements: a comparison of the macaque monkey's frontal and supplementary eye fields,Russo & Bruce,1993,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,female,350 Hz,0,90,μA,cathode first,0.2 ms,biphasic,70 ms,fixation task,eye movement & visual,saccades,eyes,direct,"triggered saccades, SEF and FEF are not distinguished by orbital dependence",decision,
Suppression of task-related saccades by electrical stimulation in the primate's frontal eye field,"Burman & Bruce,",1997,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,female,unclear,20,50,μA,cathode first,0.4 ms,biphasic,350-450 ms,memory guided saccade,eye movement & visual,saccades,eyes,direct,saccade suppression through stimulation,decision,
Population temporal structure supplements the rate code during sensorimotor transformations,"Jagadisan & Gandhi,",2022,Current Biology,broad,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,"male, female",400 Hz,20,40,μA,cathode first,0.5 ms,biphasic,100 ms,memory-guided saccade task,eye movement & visual,saccades,eyes,direct,Fixed vector saccadic eye movements at low stimulation currents,attention,
Serial linkage of target selection for orienting and tracking eye movements,"Gardner & Lisberger,",2002,Nature Neuroscience,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,250-500 Hz,0,50,μA,unclear,0.4 ms,biphasic,50-70 ms,smooth pursuit task,eye movement & visual,eyes,eyes,direct,reliably elicited saccades,decision,
Modification of saccades evoked by stimulation of frontal eye field during invisible target tracking,"Barborica & Ferrera,",2004,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,male,350 Hz,10,100,μA,cathode first,0.4 ms,biphasic,67 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,bias in saccades changes depending on trajectory of invisible stimulus,working memory,
Compensatory saccades made to remembered targets following orbital displacement by electrically stimulating the dorsomedial frontal cortex or frontal eye fields of primates,"Tehovnik & Sommer,",1996,Brain Research,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,unclear,150 Hz,400,400,μA,unclear,0.1 ms,biphasic,200 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,causes saccades,,
Activity of monkey frontal eye field neurons projecting to oculomotor regions of the pons,"Segraves,",1992,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,unclear,330 Hz,0,75,μA,cathode first,0.2 ms,biphasic,70 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,induces saccades,decision,
Contribution of the frontal eye field to gaze shifts in the head-unrestrained monkey: effects of microstimulation,"Knight & Fuchs,",2007,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,"200, 350 Hz",0,100,μA,unclear,0.25 ms,biphasic,70 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,"more ventral parts: eye only, more dorsal part: eye and head movements",attention,
Electrical stimulation of the frontal eye field in a monkey produces combined eye and head movements,"Tu & Keating,",2000,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,250 Hz,25,300,μA,unclear,0.25 ms,biphasic,50-400 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,stimulation leads to eye movement and (slight) head movement,decision,
Comparing frontal eye field and superior colliculus contributions to covert spatial attention,"Bollimunta et al., ",2018,Nature Communications,broad,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,350 Hz,40,40,μA,unclear,0.25 ms,biphasic,70 ms,visually guided saccade task,eye movement & visual,eyes,eyes,direct,stimulation was used to confirm that they were in FEF (eye movement),attention,
Incomplete suppression of distractor-related activity in the frontal eye field results in curved saccades,"McPeek,",2006,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,4,male,10-350 Hz,50,50,μA,unclear,0.5 ms,biphasic,125 ms,"visually guided saccades and memory tasks, visual search",eye movement & visual,saccades,eyes,direct,stimulation affects cuvature of the saccades,decision,
Macaque frontal eye field input to saccade-related neurons in the superior colliculus,"Helminski & Segraves,",2003,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,female,330 Hz,10,75,μA,cathode first,0.4 ms,biphasic,70 ms,"visually, memory guided saccade task",eye movement & visual,saccades,eyes,direct,"saccades could be evoked, in addition to antidromic excitation in SC",decision,
A distinct contribution of the frontal eye field to the visual representation of saccadic targets,"Noudoost et al.,",2014,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,male,200 Hz,5,50,μA,unclear,0.5 ms,biphasic,100 ms,no task,no task & resting-state,saccades,eyes,direct,routine check whether electrodes are in the FEF,decision,
An area for vergence eye movement in primate frontal cortex,"Gamlin & Yoon,",2000,Nature,broad,electrical,NO,Microelectrode,NO,Area_8a,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,unclear,200-500 Hz,40,60,μA,unclear,0.2 ms,biphasic,40 ms,depth discrimination,visual perception & discrimination,saccades,eyes,direct,This area is involved in vergence eye movement,decision,
Electrical microstimulation thresholds for behavioral detection and saccades in monkey frontal eye fields,"Murphey & Maunsell,",2008,PNAS,broad,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,unclear,200 Hz,6,50,μA,unclear,200 μs,biphasic,250 ms,stimulation detection,visual perception & discrimination,saccades,eyes,direct,"detection at lower amplitudes, saccade generation at higher amplitudes",decision,
Saccade modulation by optical and electrical stimulation in the macaque frontal eye field,"Ohayon et al.,",2013,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,YES,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,male,300 Hz,10,90,μA,cathode first,0.2 ms,biphasic,200 ms,visual detection,visual perception & discrimination,saccades,eyes,direct,generating saccades,decision,
Transient Pupil Dilation after Subsaccadic Microstimulation of Primate Frontal Eye Fields,"Lehmann et al.,",2016,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,2,male,300 Hz,20,40,μA,cathode first,0.6 ms,biphasic,200 ms,visual detection task,visual perception & discrimination,saccades,eyes,direct,increase in pupil diameter,decision,
Dissociation of spatial attention and saccade preparation,"Juan et al.,",2004,PNAS,broad,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,"Macaca radiata, Macaca mulatta",non_rhesus,2,unclear,500 Hz,0,50,μA,unclear,0.2 ms,biphasic,60 ms,visual search task,visual perception & discrimination,saccades,eyes,direct,"Fixed-vector saccades in the absence of visual stimulation, not the locus of attention",decision,
Smooth-pursuit eye movement representation in the primate frontal eye field,"MacAvoy et al.,",1991,Cerebral Cortex,specialty,electrical,NO,Microelectrode,NO,FEF,8A,51,FEF,51,5,cortical,Macaca mulatta,rhesus,3,unclear,300 Hz,10,100,μA,unclear,0.2 ms,biphasic,75-500 ms,visual smooth pursuit,visual perception & discrimination,saccades,eyes,direct,smooth eye movements,motor,
